landuse,latitudes,longitudes
residential,"[45.4414203, 45.4415097, 45.4421486, 45.4416973, 45.4414504, 45.4415199, 45.4414237, 45.441138, 45.4414203]","[9.2208584, 9.220841, 9.2195106, 9.219085, 9.2196247, 9.2196924, 9.219958, 9.2202415, 9.2208584]"
grass,"[45.4676174, 45.4676216, 45.4676221, 45.4676226, 45.4674378, 45.4674373, 45.4674368, 45.4674342, 45.4674318, 45.4674312, 45.4676127, 45.4676174, 45.4675444, 45.467601, 45.4676013, 45.4675447, 45.4675444]","[9.2165355, 9.2167831, 9.2168334, 9.217026, 9.2170298, 9.2168373, 9.2167925, 9.2165383, 9.2163427, 9.2160579, 9.2160539, 9.2165355, 9.2169649, 9.2169655, 9.2169015, 9.216901, 9.2169649]"
residential,"[45.4375056, 45.4374747, 45.4375302, 45.4377904, 45.437903, 45.438065, 45.4381847, 45.4396997, 45.4395154, 45.4390903, 45.4390933, 45.4394009, 45.4388027, 45.4387296, 45.4386984, 45.4386543, 45.4386204, 45.438273, 45.4375122, 45.4371177, 45.436968, 45.4351368, 45.4349016, 45.4342533, 45.4344855, 45.4333848, 45.4327877, 45.4326641, 45.4319735, 45.43226, 45.4320348, 45.4317948, 45.4316464, 45.4315004, 45.4313451, 45.4312897, 45.4305675, 45.430387, 45.4310223, 45.4310292, 45.4309747, 45.4309218, 45.4312692, 45.4315701, 45.4316458, 45.431689, 45.431911, 45.4323094, 45.4329248, 45.4334645, 45.4343892, 45.4351928, 45.4360404, 45.4368496, 45.4369536, 45.4370497, 45.4370689, 45.4376886, 45.4377086, 45.4375056, 45.4355054, 45.435504, 45.4356912, 45.4356927, 45.4355054]","[9.21966, 9.2197789, 9.2202787, 9.2204753, 9.2204796, 9.2204274, 9.2203325, 9.2237161, 9.2239016, 9.2239134, 9.2248597, 9.2252078, 9.2264432, 9.2263732, 9.2264289, 9.2265244, 9.2265829, 9.2272362, 9.228806, 9.2296685, 9.229989, 9.2278947, 9.228303, 9.2276068, 9.2271814, 9.2258965, 9.226511, 9.2265325, 9.2254453, 9.2248179, 9.2246389, 9.2251405, 9.2253438, 9.2250981, 9.2247257, 9.2246617, 9.2257462, 9.2255215, 9.2245477, 9.2243947, 9.2243187, 9.2242449, 9.2237987, 9.2241676, 9.2239389, 9.2237015, 9.2230262, 9.2221529, 9.2211341, 9.2205822, 9.2193367, 9.2183923, 9.2175053, 9.2168792, 9.2173607, 9.217806, 9.2178941, 9.2192826, 9.2193274, 9.21966, 9.2244856, 9.2255473, 9.2255401, 9.2244836, 9.2244856]"
residential,"[45.4512658, 45.4513272, 45.4513749, 45.4514232, 45.4514573, 45.4515133, 45.4515864, 45.4516347, 45.4518096, 45.4536069, 45.4536627, 45.4536467, 45.453629, 45.4536082, 45.4535838, 45.4535478, 45.4535024, 45.4532522, 45.4529919, 45.4524076, 45.4521792, 45.4510818, 45.4509209, 45.4506647, 45.4506496, 45.4507358, 45.4507749, 45.450842, 45.4508679, 45.4510021, 45.4511658, 45.4512152, 45.4511345, 45.4511091, 45.4510789, 45.4510028, 45.4509323, 45.4508949, 45.4508166, 45.4507302, 45.450645, 45.4506414, 45.45064, 45.4511844, 45.4512658, 45.4520902, 45.4521235, 45.4522264, 45.4522466, 45.4523025, 45.452244, 45.452227, 45.4521585, 45.4520648, 45.4520771, 45.4520902, 45.4525281, 45.4524961, 45.4524103, 45.4523955, 45.4523472, 45.4524055, 45.4524413, 45.4525281]","[9.2244712, 9.2244489, 9.2244301, 9.224398, 9.2243587, 9.2242322, 9.2241466, 9.2241202, 9.2240622, 9.2240295, 9.2288736, 9.2289633, 9.2290263, 9.2290834, 9.2291308, 9.229186, 9.2292377, 9.2292311, 9.229274, 9.2292916, 9.2292337, 9.229246, 9.2292734, 9.2293136, 9.2263632, 9.2263628, 9.2263626, 9.2263622, 9.2263624, 9.2262464, 9.2261049, 9.2260619, 9.2258709, 9.2258108, 9.2258366, 9.2256558, 9.2254853, 9.2253947, 9.225462, 9.2254647, 9.2254644, 9.224668, 9.2244979, 9.2244862, 9.2244712, 9.2279197, 9.2280513, 9.2279984, 9.227988, 9.2279593, 9.227726, 9.2277349, 9.2277706, 9.2278195, 9.227868, 9.2279197, 9.2283709, 9.228123, 9.2281713, 9.2281796, 9.2282068, 9.2284338, 9.2284154, 9.2283709]"
residential,"[45.461918, 45.4619124, 45.4619101, 45.4619438, 45.4619433, 45.4619423, 45.4619398, 45.4618533, 45.4610166, 45.4608245, 45.4607006, 45.460558, 45.4603721, 45.4601366, 45.4591681, 45.4588608, 45.4583454, 45.4582893, 45.4577971, 45.4575661, 45.4569327, 45.4567106, 45.4561785, 45.4557444, 45.4554588, 45.4557122, 45.4554903, 45.4553998, 45.4548451, 45.4543889, 45.4542914, 45.454257, 45.4542403, 45.4545664, 45.4552476, 45.4554893, 45.4555278, 45.4556789, 45.4557156, 45.4558325, 45.4561022, 45.4563255, 45.4572078, 45.4572668, 45.457651, 45.457921, 45.4583259, 45.4585278, 45.4586381, 45.4587184, 45.4587287, 45.4587419, 45.4587546, 45.4587851, 45.4588826, 45.4588662, 45.4592705, 45.4593178, 45.4593549, 45.459413, 45.4594735, 45.4596308, 45.4595709, 45.4594233, 45.4594434, 45.4590985, 45.4590756, 45.4591365, 45.4587095, 45.4584754, 45.4583551, 45.458391, 45.4584228, 45.4584512, 45.4585557, 45.4585786, 45.4585939, 45.4586046, 45.458613, 45.4586208, 45.4586233, 45.4586184, 45.4586017, 45.4585904, 45.4585667, 45.4583663, 45.4583102, 45.4582859, 45.458269, 45.4582263, 45.4582782, 45.4584485, 45.4587552, 45.4588322, 45.4588668, 45.4591262, 45.4595649, 45.4596242, 45.4599933, 45.4600067, 45.4601337, 45.4602589, 45.4605213, 45.4611325, 45.4613076, 45.4615613, 45.4618221, 45.4618582, 45.4618715, 45.461849, 45.4618763, 45.4619137, 45.4619279, 45.461918]","[9.2422409, 9.2431329, 9.2436981, 9.2436987, 9.2438359, 9.2441105, 9.2447615, 9.2453076, 9.2486388, 9.2492839, 9.249602, 9.2498494, 9.2500438, 9.250194, 9.2506644, 9.2507763, 9.2509855, 9.2510083, 9.2512081, 9.2513496, 9.251904, 9.2515862, 9.2507968, 9.2501505, 9.2497257, 9.2493743, 9.2490581, 9.24893, 9.2473518, 9.2466658, 9.2465169, 9.2464613, 9.2464343, 9.2459768, 9.2450445, 9.2447136, 9.2446648, 9.2444652, 9.244411, 9.2442411, 9.2438802, 9.2435804, 9.242365, 9.2422796, 9.2429057, 9.242471, 9.243116, 9.2433313, 9.2434996, 9.2436138, 9.2436259, 9.2436346, 9.2436362, 9.2436686, 9.2438188, 9.2438387, 9.2444735, 9.2445364, 9.2445685, 9.2446034, 9.2446774, 9.2443761, 9.2442983, 9.2440879, 9.2437932, 9.2432656, 9.2432298, 9.243149, 9.242552, 9.2421944, 9.2420102, 9.24198, 9.2419451, 9.2419088, 9.2417734, 9.2417244, 9.2416705, 9.2416222, 9.2415698, 9.2415161, 9.2414571, 9.2413945, 9.2413128, 9.2412671, 9.2412136, 9.2409339, 9.2408482, 9.2407736, 9.2407419, 9.2406767, 9.2406062, 9.2403748, 9.2399582, 9.2398536, 9.2398066, 9.2394542, 9.2388583, 9.2387777, 9.2382763, 9.23826, 9.2381272, 9.2380225, 9.2379863, 9.2380026, 9.2380073, 9.2380181, 9.2380535, 9.238368, 9.238761, 9.2388405, 9.2399243, 9.240477, 9.2410237, 9.2422409]"
railway,"[45.4683316, 45.4684727, 45.4685959, 45.4686721, 45.4686975, 45.4687236, 45.4687464, 45.4689571, 45.4692176, 45.4693427, 45.4693648, 45.4696022, 45.4695964, 45.4695913, 45.4695841, 45.4695623, 45.4695458, 45.4695348, 45.4694918, 45.4694692, 45.469541, 45.4695186, 45.4694287, 45.4692148, 45.4689214, 45.4685808, 45.4683646, 45.4681012, 45.4678811, 45.4675593, 45.4674711, 45.4671137, 45.4654094, 45.4640512, 45.4629789, 45.4622984, 45.4622976, 45.4621947, 45.4621949, 45.4621957, 45.4621968, 45.4621976, 45.4621991, 45.4622, 45.4622014, 45.4622025, 45.4622037, 45.4622048, 45.4622062, 45.4623642, 45.4625448, 45.4627273, 45.462843, 45.4629573, 45.4633273, 45.46337, 45.4634097, 45.464295, 45.4643235, 45.4647305, 45.4647656, 45.4649374, 45.4650872, 45.4652121, 45.4654039, 45.4654705, 45.465708, 45.4659793, 45.4662499, 45.4665568, 45.4669023, 45.4671457, 45.4674767, 45.4677579, 45.4680268, 45.4682479, 45.4684417, 45.4692938, 45.4694257, 45.469432, 45.469442, 45.4694555, 45.4694652, 45.4694725, 45.4683316, 45.4666284, 45.4663481, 45.4659041, 45.4651724, 45.4640757, 45.4634003, 45.4631096, 45.4627965, 45.4668051, 45.4675797, 45.4674673, 45.4672877, 45.4670638, 45.4668935, 45.4666284]","[9.2380482, 9.2382105, 9.2382346, 9.2383245, 9.2382858, 9.2382466, 9.2382118, 9.2384988, 9.2388944, 9.2391224, 9.2391962, 9.2393974, 9.239467, 9.2395189, 9.2395917, 9.2396545, 9.2397008, 9.2397318, 9.2398529, 9.2399184, 9.2400734, 9.2401329, 9.2403721, 9.23994, 9.2394491, 9.2390351, 9.2388215, 9.2386221, 9.2384638, 9.2383734, 9.2383003, 9.2382199, 9.2381394, 9.2380804, 9.2379516, 9.2379171, 9.2378019, 9.2377956, 9.2377648, 9.2377192, 9.2376541, 9.2376085, 9.2375184, 9.2374708, 9.2373911, 9.2373317, 9.2372592, 9.2371998, 9.2371459, 9.2371503, 9.2371443, 9.2371289, 9.2371114, 9.2370873, 9.2369913, 9.2369803, 9.2369702, 9.2367455, 9.2366958, 9.2365892, 9.2366342, 9.2365928, 9.2365636, 9.2365458, 9.2365194, 9.2365167, 9.2365164, 9.2365354, 9.2365773, 9.2366534, 9.236774, 9.2368801, 9.2370584, 9.2372435, 9.2374514, 9.2376433, 9.2376805, 9.2377059, 9.2378727, 9.237905, 9.2379523, 9.2380181, 9.2380656, 9.2381011, 9.2380482, 9.2371988, 9.2370995, 9.237061, 9.2371576, 9.2373641, 9.237489, 9.2375439, 9.2375868, 9.2377423, 9.2377679, 9.23767, 9.2375399, 9.2374045, 9.2373132, 9.2371988]"
retail,"[45.4375787, 45.4376589, 45.4378729, 45.4377882, 45.4375787, 45.4381212, 45.4381018, 45.4380855, 45.4379871, 45.4378803, 45.4378171, 45.4376562, 45.437619, 45.4375741, 45.4376063, 45.437745, 45.4377643, 45.4381212]","[9.2232481, 9.2232563, 9.2205706, 9.2205566, 9.2232481, 9.2202127, 9.2202464, 9.2202735, 9.2203443, 9.2203502, 9.2203435, 9.2202078, 9.2201473, 9.2198145, 9.2196818, 9.2194667, 9.2194497, 9.2202127]"
railway,"[45.4364711, 45.4375917, 45.4374059, 45.4373836, 45.4375257, 45.4389744, 45.4395403, 45.440359, 45.4404033, 45.4422326, 45.4425036, 45.4427644, 45.4433305, 45.4436294, 45.4436628, 45.4446979, 45.4451571, 45.4454592, 45.4456588, 45.4457123, 45.4455391, 45.4451082, 45.4448345, 45.4450059, 45.4451316, 45.4452012, 45.4453006, 45.4454023, 45.4454994, 45.4455942, 45.4456936, 45.4457713, 45.445844, 45.4459139, 45.4459652, 45.4459267, 45.4460465, 45.4462333, 45.4462673, 45.4462701, 45.446305, 45.4462821, 45.4463507, 45.4464014, 45.4464119, 45.4464171, 45.4464192, 45.4464099, 45.4464033, 45.4463887, 45.4464331, 45.4463883, 45.4462985, 45.4462961, 45.4463041, 45.4463073, 45.4462968, 45.4464427, 45.4465174, 45.4465798, 45.4466061, 45.446634, 45.4466546, 45.4467237, 45.4467492, 45.4468601, 45.4468945, 45.446906, 45.4469417, 45.4470068, 45.4470769, 45.4471626, 45.4471287, 45.4471169, 45.4471169, 45.4471321, 45.4472719, 45.4474256, 45.4475799, 45.4477126, 45.4479469, 45.4483439, 45.448597, 45.448279, 45.4479055, 45.4475461, 45.4471669, 45.4468056, 45.4464424, 45.4462994, 45.4461526, 45.4459889, 45.4457226, 45.4456775, 45.445493, 45.4453189, 45.4450489, 45.4449106, 45.4447916, 45.4445155, 45.4437862, 45.4429987, 45.4408043, 45.4408062, 45.4401381, 45.4393872, 45.4385751, 45.4367291, 45.4364711, 45.4461552, 45.4465342, 45.4469938, 45.4475018, 45.4475169, 45.4473833, 45.4471085, 45.4469298, 45.446726, 45.4467112, 45.4466516, 45.4465527, 45.4464476, 45.4464133, 45.4462229, 45.4462332, 45.4462012, 45.446158, 45.4460902, 45.4460131, 45.4459209, 45.4458211, 45.4457045, 45.4455934, 45.4454843, 45.4453469, 45.4452114, 45.4454057, 45.4457123, 45.4459026, 45.4461552]","[9.2370015, 9.236589, 9.235511, 9.2353962, 9.235339, 9.2348013, 9.23459, 9.2343596, 9.2343369, 9.235044, 9.2350172, 9.234917, 9.2346996, 9.2345847, 9.2345719, 9.2337136, 9.2331478, 9.2326271, 9.2322832, 9.2323431, 9.2327508, 9.2334187, 9.2337283, 9.2341029, 9.2340003, 9.2339351, 9.2338326, 9.2337104, 9.2335818, 9.2334385, 9.2332496, 9.2330803, 9.2328994, 9.2326921, 9.2324847, 9.2324685, 9.2319989, 9.2304154, 9.2304266, 9.2304065, 9.2301595, 9.2301237, 9.2297182, 9.2292256, 9.2290388, 9.228947, 9.2285686, 9.2281401, 9.2279507, 9.2277609, 9.2275899, 9.2265823, 9.2245632, 9.2244316, 9.224293, 9.2242419, 9.2240019, 9.2240003, 9.2250186, 9.2270163, 9.2279148, 9.2286216, 9.2298537, 9.2314017, 9.2317102, 9.2319123, 9.2320888, 9.2320888, 9.2323726, 9.2326346, 9.232857, 9.2331022, 9.2331903, 9.2332407, 9.2332863, 9.2333367, 9.2336104, 9.2338733, 9.234104, 9.2342502, 9.2344889, 9.2348523, 9.2350736, 9.2358703, 9.2356288, 9.2354237, 9.2352614, 9.2351447, 9.2350669, 9.2349931, 9.2349744, 9.2349663, 9.2349637, 9.2350227, 9.2350307, 9.2350495, 9.2350924, 9.2351192, 9.2351541, 9.235252, 9.2355189, 9.2358501, 9.2367218, 9.2367406, 9.2369901, 9.2372931, 9.237658, 9.238367, 9.2370015, 9.2340545, 9.2340809, 9.2341697, 9.2343628, 9.2342555, 9.2340678, 9.2336628, 9.2332122, 9.2325644, 9.2325, 9.2320449, 9.2303356, 9.2302656, 9.23036, 9.2319442, 9.2319971, 9.2322197, 9.232445, 9.2326998, 9.2329734, 9.2332175, 9.2334213, 9.2336225, 9.2337942, 9.2339363, 9.2340838, 9.2342528, 9.2341914, 9.2340569, 9.2340233, 9.2340545]"
residential,"[45.4334426, 45.4335665, 45.4343038, 45.434484, 45.4344872, 45.4344059, 45.4338424, 45.4337143, 45.4331497, 45.4330187, 45.4324523, 45.4324177, 45.4322435, 45.4321729, 45.4323927, 45.433142, 45.4333138, 45.4334426, 45.4354609, 45.4354733, 45.4355314, 45.4355983, 45.4356246, 45.4357241, 45.4358995, 45.4358801, 45.4358523, 45.4351974, 45.4351367, 45.4351076, 45.4350106, 45.4349317, 45.4349276, 45.4354609, 45.4368577, 45.4368637, 45.4368768, 45.4368985, 45.4369371, 45.436964, 45.4369647, 45.4369654, 45.4369658, 45.4370115, 45.437044, 45.4369533, 45.4368398, 45.4368105, 45.4358768, 45.4358734, 45.435894, 45.4362923, 45.4364193, 45.4367487, 45.4368504, 45.4368577, 45.4339624, 45.4339611, 45.4339602, 45.4328943, 45.432401, 45.4325717, 45.4326531, 45.4326689, 45.4330936, 45.4333107, 45.4338267, 45.4338601, 45.4339326, 45.4339624]","[9.2220761, 9.2222669, 9.2234211, 9.2237158, 9.2239661, 9.2239682, 9.2239814, 9.223985, 9.2239889, 9.2239974, 9.2239974, 9.2240025, 9.224005, 9.2237555, 9.2234703, 9.222487, 9.2222459, 9.2220761, 9.2230917, 9.2231117, 9.2232068, 9.2233163, 9.2233594, 9.2235224, 9.2238097, 9.2238643, 9.2239424, 9.2239531, 9.2239541, 9.2239546, 9.2239564, 9.2239557, 9.2237692, 9.2230917, 9.2245677, 9.2246918, 9.2247883, 9.2249023, 9.2250204, 9.2250961, 9.2251328, 9.2251696, 9.2251916, 9.2251905, 9.2252366, 9.2254373, 9.2253424, 9.2253178, 9.225328, 9.224584, 9.2245837, 9.224577, 9.2245749, 9.2245694, 9.2245677, 9.2245677, 9.2246131, 9.2256782, 9.2264342, 9.225209, 9.2246421, 9.2246347, 9.2246332, 9.2246382, 9.2246332, 9.22463, 9.224619, 9.2246142, 9.2246134, 9.2246131]"
construction,"[45.458445, 45.4584939, 45.4582568, 45.4580084, 45.4577093, 45.4574083, 45.4571129, 45.4564501, 45.4564243, 45.4566144, 45.4566145, 45.4581107, 45.4581082, 45.458445]","[9.2352506, 9.2361116, 9.2363316, 9.236493, 9.2366105, 9.2366642, 9.2366722, 9.236657, 9.2357603, 9.2357576, 9.2355887, 9.2355615, 9.2353955, 9.2352506]"
residential,"[45.4529794, 45.4529752, 45.4529746, 45.4529742, 45.4529738, 45.4528214, 45.4527687, 45.4526313, 45.4523632, 45.4523614, 45.452352, 45.4522655, 45.4522716, 45.4522685, 45.4522663, 45.4522672, 45.4522695, 45.4527573, 45.4531001, 45.4531769, 45.453819, 45.4547851, 45.4549845, 45.4557342, 45.4557863, 45.4559126, 45.4561661, 45.4563262, 45.4563339, 45.4563533, 45.4563807, 45.4564218, 45.4564728, 45.4566557, 45.4567741, 45.4568112, 45.4572889, 45.4573221, 45.4573534, 45.4574044, 45.4573225, 45.4572497, 45.4572162, 45.4571499, 45.4570955, 45.4570466, 45.4569902, 45.4569544, 45.4569338, 45.4569267, 45.4569248, 45.4569568, 45.4570289, 45.4571134, 45.4571496, 45.4570935, 45.4569703, 45.4562144, 45.4557184, 45.4556149, 45.4555598, 45.455491, 45.4554455, 45.4551154, 45.4551028, 45.4546613, 45.4546009, 45.4540969, 45.4539438, 45.4537853, 45.4536898, 45.4536471, 45.4537868, 45.4538004, 45.4532995, 45.4532502, 45.453078, 45.4529993, 45.4529799, 45.4529797, 45.4529794, 45.4559972, 45.456015, 45.4560336, 45.4562883, 45.4563133, 45.4563325, 45.4563553, 45.4563724, 45.4563874, 45.4563945, 45.4563988, 45.4563967, 45.456391, 45.4562974, 45.4562953, 45.4559531, 45.4559558, 45.4559623, 45.4559694, 45.4559822, 45.4559972, 45.4555796, 45.4560697, 45.4559314, 45.4557932, 45.4554638, 45.4551309, 45.4550655, 45.4550655, 45.4546301, 45.4546548, 45.454697, 45.4551107, 45.455133, 45.4555477, 45.4555796, 45.4549582, 45.4549587, 45.4549803, 45.4549964, 45.4550099, 45.4550123, 45.4548304, 45.4548293, 45.4549066, 45.4549058, 45.4546942, 45.454695, 45.4547991, 45.4548006, 45.4545993, 45.4545948, 45.4550657, 45.4550682, 45.4550565, 45.45504, 45.4550118, 45.4549827, 45.4549582, 45.4531774, 45.4531581, 45.4531408, 45.4531236, 45.4531105, 45.4531029, 45.4530995, 45.4531043, 45.4531133, 45.4531291, 45.4531484, 45.4531698, 45.4531911, 45.4532118, 45.4532249, 45.4532297, 45.4532318, 45.4532242, 45.4532125, 45.4531967, 45.4531774, 45.4566454, 45.456644, 45.4568603, 45.4569199, 45.4569201, 45.4568162, 45.4568167, 45.4568169, 45.456873, 45.4568733, 45.4566454, 45.4568737, 45.4569118, 45.4569111, 45.4569476, 45.4569474, 45.4570436, 45.4570432, 45.4569864, 45.4569863, 45.4570692, 45.4570827, 45.4571146, 45.4571498, 45.4568765, 45.4568637, 45.4567635, 45.4567779, 45.4568739, 45.4568737, 45.4565918, 45.4565865, 45.4565632, 45.456548, 45.4565293, 45.4565039, 45.4560128, 45.4559553, 45.4559054, 45.4558624, 45.4558291, 45.4558042, 45.4557877, 45.4557776, 45.4557737, 45.4557748, 45.4557722, 45.4557693, 45.4557588, 45.4557461, 45.455728, 45.4557066, 45.4538512, 45.4538181, 45.4538098, 45.4538461, 45.4545438, 45.4545438, 45.4547905, 45.4550368, 45.4550319, 45.4550009, 45.4550006, 45.4549946, 45.4549887, 45.4549871, 45.4560818, 45.4565125, 45.4568104, 45.4568147, 45.4568251, 45.4568354, 45.4568457, 45.456856, 45.4568702, 45.4568864, 45.4569046, 45.4569247, 45.4569467, 45.4569706, 45.4569961, 45.4570234, 45.4570523, 45.4569551, 45.4568942, 45.4568158, 45.4568156, 45.4568148, 45.4564539, 45.4564547, 45.4565979, 45.456599, 45.4565825, 45.4564558, 45.4564584, 45.4564594, 45.4564086, 45.4564035, 45.4563572, 45.4563624, 45.4563628, 45.4564589, 45.4563453, 45.4563459, 45.4563473, 45.4563477, 45.4565918]","[9.2397222, 9.2393578, 9.2393048, 9.2392672, 9.2392278, 9.2392284, 9.239164, 9.2390916, 9.2388858, 9.2387302, 9.2387304, 9.2387326, 9.2386889, 9.2382608, 9.2378588, 9.2377766, 9.2377282, 9.2377618, 9.2377604, 9.2377601, 9.2377498, 9.2377407, 9.2377378, 9.2377268, 9.2377378, 9.2376344, 9.2376354, 9.2376355, 9.2376917, 9.237835, 9.2379555, 9.2380792, 9.2382153, 9.238705, 9.2390176, 9.2391134, 9.2403746, 9.2404381, 9.2404749, 9.2404866, 9.240558, 9.2406364, 9.2406757, 9.2407859, 9.2408846, 9.2409994, 9.2411476, 9.2412702, 9.241391, 9.2415042, 9.2416092, 9.2418033, 9.2419371, 9.2420661, 9.2421205, 9.2422035, 9.2423526, 9.2433943, 9.2440646, 9.2441986, 9.2442699, 9.2443677, 9.2443065, 9.2438621, 9.2438457, 9.2432852, 9.243189, 9.2423263, 9.2423574, 9.2423896, 9.242409, 9.2416147, 9.2413432, 9.2398301, 9.2398269, 9.2399388, 9.2399521, 9.2397711, 9.2397709, 9.2397496, 9.2397222, 9.2387747, 9.2387859, 9.2387899, 9.2387933, 9.2387902, 9.2387831, 9.2387668, 9.2387475, 9.2387201, 9.2386957, 9.2386693, 9.2386388, 9.2386103, 9.2383629, 9.2385234, 9.238527, 9.2386791, 9.2387157, 9.2387391, 9.2387604, 9.2387747, 9.2432788, 9.2426097, 9.2424188, 9.2424195, 9.2424165, 9.2424135, 9.2424126, 9.2424277, 9.24308, 9.2431481, 9.2432352, 9.2437813, 9.2438107, 9.2432301, 9.2432788, 9.2421587, 9.2420809, 9.2420788, 9.2420648, 9.2420373, 9.2416462, 9.2416439, 9.241892, 9.2418927, 9.2420767, 9.2420749, 9.2418908, 9.2418917, 9.2416435, 9.241641, 9.2423795, 9.2423853, 9.2420387, 9.2420849, 9.2421205, 9.2421473, 9.2421597, 9.2421587, 9.239201, 9.239199, 9.2392059, 9.2392197, 9.2392432, 9.2392708, 9.2396904, 9.2397208, 9.2397434, 9.2397611, 9.2397709, 9.2397729, 9.239765, 9.2397454, 9.2397198, 9.2396904, 9.2392747, 9.2392472, 9.2392256, 9.2392089, 9.239201, 9.2402002, 9.2407592, 9.2407603, 9.2406145, 9.2405529, 9.2405523, 9.2403752, 9.2402939, 9.2402942, 9.2402013, 9.2402002, 9.2400328, 9.240033, 9.2402944, 9.2402945, 9.2403759, 9.2403763, 9.2405535, 9.2405532, 9.2406077, 9.2406081, 9.2406271, 9.2405885, 9.2405509, 9.2398515, 9.2398188, 9.2398983, 9.239935, 9.2399354, 9.2400328, 9.2391231, 9.2391066, 9.2390555, 9.2390291, 9.2390089, 9.2390027, 9.238992, 9.2389754, 9.2389388, 9.2388825, 9.2388162, 9.2387253, 9.2387259, 9.2387275, 9.2383719, 9.238153, 9.2379163, 9.2378875, 9.2378617, 9.2378419, 9.2378293, 9.2378251, 9.2378556, 9.2378561, 9.2387799, 9.2387801, 9.2387834, 9.2382925, 9.2382951, 9.2382992, 9.2388626, 9.2388575, 9.2389127, 9.2400168, 9.2411184, 9.2414127, 9.2414247, 9.2414278, 9.2413916, 9.2413795, 9.2412917, 9.2412268, 9.2411734, 9.2411197, 9.2410637, 9.2410088, 9.2409551, 9.2409029, 9.2408522, 9.2408033, 9.2407562, 9.240711, 9.2406679, 9.2406669, 9.240815, 9.2408143, 9.2408448, 9.2410207, 9.2410173, 9.2408414, 9.2408428, 9.2406232, 9.240623, 9.2406217, 9.2401043, 9.2398849, 9.2398844, 9.2410088, 9.2410084, 9.239884, 9.2397942, 9.2397171, 9.2394292, 9.2393444, 9.2391692, 9.2391192, 9.2391231]"
grass,"[45.4563477, 45.4563473, 45.4563459, 45.4563453, 45.4564589, 45.4563628, 45.4563624, 45.4563572, 45.4564035, 45.4564086, 45.4564594, 45.4564584, 45.4564558, 45.4565825, 45.456599, 45.4565979, 45.4564547, 45.4564539, 45.4568148, 45.4568156, 45.4568158, 45.4568942, 45.4569551, 45.4570523, 45.4570234, 45.4569961, 45.4569706, 45.4569467, 45.4569247, 45.4569046, 45.4568864, 45.4568702, 45.456856, 45.4562371, 45.4562527, 45.4563477]","[9.2391192, 9.2391692, 9.2393444, 9.2394292, 9.2397171, 9.2397942, 9.239884, 9.2410084, 9.2410088, 9.2398844, 9.2398849, 9.2401043, 9.2406217, 9.240623, 9.2406232, 9.2408428, 9.2408414, 9.2410173, 9.2410207, 9.2408448, 9.2408143, 9.240815, 9.2406669, 9.2406679, 9.240711, 9.2407562, 9.2408033, 9.2408522, 9.2409029, 9.2409551, 9.2410088, 9.2410637, 9.2411197, 9.2411099, 9.2391177, 9.2391192]"
grass,"[45.4605463, 45.4605786, 45.4606166, 45.4604944, 45.460519, 45.4600611, 45.4592778, 45.4586871, 45.4585203, 45.4583558, 45.4581871, 45.458054, 45.4578644, 45.4577066, 45.45765, 45.457642, 45.4576424, 45.4579338, 45.4583763, 45.4587128, 45.4590393, 45.4593325, 45.4597479, 45.4602227, 45.4604377, 45.4605564, 45.4605382, 45.4605359, 45.4605463, 45.4604106, 45.4603756, 45.460349, 45.4603083, 45.4602867, 45.4603022, 45.4603447, 45.460385, 45.4604549, 45.4604819, 45.460475, 45.4604423, 45.4604106, 45.4601501, 45.4602264, 45.4602207, 45.4601425, 45.4601501, 45.4589562, 45.4589384, 45.4589011, 45.4588668, 45.458849, 45.4588329, 45.4588316, 45.4588366, 45.4588548, 45.4589396, 45.4589616, 45.4589727, 45.4589731, 45.4589562]","[9.2520632, 9.2522286, 9.2523778, 9.252373, 9.2524512, 9.2524237, 9.2523492, 9.2522916, 9.2522916, 9.2523004, 9.2523173, 9.2523431, 9.2523865, 9.2524352, 9.2524562, 9.2524535, 9.2524251, 9.2522719, 9.2520571, 9.2519223, 9.251801, 9.2517211, 9.251612, 9.2515402, 9.2515151, 9.2515089, 9.2516723, 9.2518667, 9.2520632, 9.251772, 9.2517782, 9.251773, 9.2517879, 9.2518336, 9.2518557, 9.2518629, 9.2518516, 9.2518449, 9.2518162, 9.2517777, 9.2517659, 9.251772, 9.2518459, 9.2518515, 9.2517945, 9.2517976, 9.2518459, 9.252138, 9.2521286, 9.252131, 9.2521463, 9.2521516, 9.2521705, 9.2522059, 9.25222, 9.2522212, 9.25222, 9.2522153, 9.2521935, 9.2521705, 9.252138]"
